author_id,name
2453,George Galdorisi
2454,David Mccallum
2455,Patrick A. Davis
2456,Eca De Queiros
2457,Charles Kuralt
2458,Cleveland Amory
2459,Lisa Adams
2460,Susan Fox Rogers
2461,Lawrence Durrell
2462,Vicki Hearne
2463,Andrea Mohin
2464,Anthony M. Fauglid
2465,Victoria Christopher Murray
2466,Jonathan Linton
2467,Aiden W. Tozer
2468,Peter Conn
2469,Hannah Hurnard
2470,Td Jakes
2471,Howard Kaminsky
2472,Caren Lissner
2473,Paul Vincent
2474,Tanja Kinkel
2475,Helga Hegewisch
2476,Klaus Reichert
2477,Donna Leon
2478,Ariane Böckler
2479,Kjell Johansson
2480,Susanne Dahmann
2481,Ahne
2482,Henning Mankell
2483,Wolfgang Butt
2484,Judy Mercer
2485,Richard Carlson
2486,Patrick Morley
2487,Lael Littke
2488,Michael Kupperman
2489,Arthur Byron Cover
2490,Richard Brightfield
2491,Edward Packard
2492,David Perry
2493,Jody Lynn Nye
2494,Larry Niven
2495,Donato Giancola
2496,John Dechancie
2497,Don H. Debrandt
2498,Norma Kassirer
2499,Greenwald
2500,Norma Tadlock Johnson
2501,M. L. Kenyon
2502,Susan Shwartz
2503,Martin H. Greenberg
2504,Laurel Trivelpiece
2505,Vonda N. Mcintyre
2506,David Bischoff
2507,Steve Perry
2508,Robert N. Charrette
2509,Nyx Smith
2510,Carl Sargent
2511,Nigel D. Findley
2512,Stephen Kenson
2513,Lisa Smedman
2514,Tom Dowd
2515,Mel Odom
2516,Jordan K. Weisman
2517,Caroline Spector
2518,W.E.B. Griffin
2519,Gardner Dozois
2520,Robert Doherty
2521,Vince Flynn
2522,Margret Rey
2523,H. A. Rey
2524,Alan J. Shalleck
2525,Susanna Kaysen
2526,Rebecca Reisert
2527,Jean Dominiqu Bauby
2528,David L. Lindsey
2529,Elke Vom Scheidt
2530,Binnie Kirshenbaum
2531,David Anson Russo
2532,William Shatner
2533,Earl Emerson
2534,Mary Brown
2535,Dickens
2536,Mary Roberts Rinehart
2537,Sapphire
2538,Misty Bernall
2539,Shannon Holmes
2540,Franziska Stalmann
2541,Colin Dexter
2542,Karin Polz
2543,Pieke Biermann
2544,Claudio Paglieri
2545,Verena Von Koskull
2546,Susanna Tamaro
2547,Sigrid Heuck
2548,Joseph O`Connor
2549,Ian Rankin
2550,Ellen Schlootz
2551,Bruce Alexander
2552,Dr. Andreas Jäger
2553,Friedrich Ani
2554,Birgit Vanderbeke
2555,Samuel J. Butcher
2556,H. Williams
2557,C. B. Andersen
2558,Megan Stine
2559,Susan Meyers
2560,Peter Clover
2561,Alan Garner
2562,Arthur Miller
2563,Volker Schlöndorff
2564,Florian Hopf
2565,Simon Brett
2566,John Katzenbach
2567,Lynn Kurland
2568,Chip Kidd
2569,Philip Gabriel
2570,Neal Pollack
2571,Kenzaburo Oe
2572,John Nathan
2573,Nicci French
2574,Walter Moers
2575,Robert J. Sawyer
2576,Connie Willis
2577,William Martin
2578,Michael Romkey
2579,Susan R. Sloan
2580,Evan Hunter
2581,Lynn Austin
2582,Dava Sobel
2583,J.A. Jance
2584,Aidan Meehan
2585,Anthony Trollope
2586,Angela Huth
2587,Sherrie Weaver
2588,P.G. Wodehouse
2589,Stephen Crane
2590,Alfred Kazin
2591,Regina Domeraski
2592,Martin Walser
2593,Eoin Colfer
2594,Claudia Feldmann
2595,Sempé
2596,Bernard Lortholary
2597,Eduardo Mendoza
2598,Robert Mcliam Wilson
2599,Brice Matthieussent
2600,Roddy Doyle
2601,Anne Uhde
2602,Florian Illies
2603,Michael Schulman
2604,Sheila Moore
2605,James Alexander Thom
2606,Katharine Graham
2607,Martha Cooley
2608,Dave Pelzer
2609,James C. Dobson
2610,Nown Graham
2611,Ruth Chew
2612,Julian Gough
2613,Laura Rader
2614,Amanda Cross
2615,Alan Jacobson
2616,Gayle Lynds
2617,Julie Parsons
2618,Brian Moore
2619,Jil Karoly
2620,Maarten'T Hart
2621,Marianne Holberg
2622,Timothy Leary
2623,Ingrid Newkirk
2624,Deborah Curtis
2625,Gary S. Kadet
2626,John G. Kemeny
2627,Hilda Rosner
2628,John Schoenherr
2629,Hanif. Kureishi
2630,Gene Prater
2631,Andy Rooney
2632,Toby Young
2633,Joshua Levine
2634,Rufina Philby
2635,Mikhail Lyubimov
2636,Hayden Peake
2637,Ellen Pollock
2638,L. B. Cowman
2639,Paul Bagdon
2640,Elmer Kelton
2641,Jerry B. Jenkins Tim Lahaye
2642,Larry Madaras
2643,James M. Sorelle
2644,Victoria Holt
2645,John Ramsey Miller
2646,James A. Michener
2647,Christina Skye
2648,Stephen E. Ambrose
2649,James Stevenson
2650,Roger A. Caras
2651,Judith Tarr
2652,George Baxt
2653,Kathy Hepinstall
2654,Meredith Webber
2655,Leonid Gore
2656,Bill Montalbano
2657,William J. Coughlin
2658,Ana Castillo
2659,George Bernard Shaw
2660,Ursula Michels-Wenz
2661,Annemarie
2662,Hella S. Haasse
2663,Arnulf Zitelmann
2664,Doro Göbel
2665,Karen Cushman
2666,Peter Robert
2667,Peter Høeg
2668,Angelika Gundlach
2669,Lillian Too
2670,Charlotte Bronte
2671,Julian May
2672,R.A. Macavoy
2673,Edward Hubler
2674,R. L. Fisher
2675,Slavenka Drakulic
2676,Penelope Fitzgerald
2677,Thomas M. Disch
2678,T. S. Eliot
2679,Sharon Kay Penman
2680,William S. Burroughs
2681,T. H. White
2682,Sylvan Barnet
2683,Helene Hanff
2684,Clive Barker
2685,Lawrence Block
2686,Ray Brad
2687,Newman K.
2688,Barbara L. Heller M.S.W.
2689,Chad Walsh
2690,Roland Evans
2691,Kathleen A. Brehony
2692,Robert Drewe
2693,Carlos Fuentes
2694,Alfred Macadam
2695,Peter Kelder
2696,Dalai Lama
2697,Howard C. Cutler
2698,Jürgen Manshardt
2699,Kathr
2700,Wladimir Kaminer
2701,Paul Berf
2702,Barbara Sirges
2703,Francine Pascal
2704,Marie T. Morreale
2705,Brooks Whitney
2706,Tracy Mcguinness
2707,Barbara Park
2708,Denise Brunkus
2709,Katy Hall
2710,Lisa Eisenberg
2711,John Devore
2712,Roy Doty
2713,Liz Curtis Higgs
2714,Astrid Lindgren
2715,Louis S. Glanzman
2716,Florence Lamborn
2717,Diana G. Gallagher
2718,Cathy West
2719,Patricia Barnes-Svarney
2720,Stefanie Scott
2721,Tamara England
2722,Walter Rane
2723,Connie Porter
2724,Dahl Taylor
2725,Dan Andreasen
2726,Peg Ross
2727,Jean Paul Tibbles
2728,Patricia Maclachlan
2729,Daniel Pink
2730,John R. Erickson
2731,E. L. Konigsburg
2732,John Le Carré
2733,David Hajdu
2734,Janet Lunn
2735,N. R. Jackson
2736,Zz Packer
2737,Betina Krahn
2738,Mario Puzo
2739,Kinky Friedman
2740,Jolan Chang
2741,Dossie Easton
2742,Catherine A. Liszt
2743,David Macaulay
2744,Todd Lammle
2745,James Chellis
2746,Don Porter
2747,Terah Kathryn Collins
2748,Juan Villoro
2749,Victoria Thompson
2750,Joy Williams
2751,John Train
2752,Pierre Le-Tan
2753,Carlos Valles
2754,J. Patrick
2755,Ph.D. Gannon
2756,Philip Goldberg
2757,Odell Shepard
2758,Nancy Pickard
2759,Ethan Black
2760,J. K. Rowling
2761,Bailey White
2762,Mario De Carvalho
2763,Editors Of Phaidon Press
2764,John Robbins
2765,Dean Ornish
2766,Bonnie Bryant
2767,Alison Wearing
2768,James Thurber
2769,Michael Baigent
2770,Richard Leigh
2771,Lewin
2772,Susan Orlean
2773,Crabbe Evers
2774,Nancy Wright
2775,Lisa Heron
2776,Brian Heron
2777,Carlos Ruiz Zafon
2778,Lucia Graves
2779,Peter Cashwell
2780,Carson Mccullers
2781,Bob Woodward
2782,Gabriel Zaid
2783,Natasha Wimmer
2784,Khaled Hosseini
2785,Frances Tenenbaum
2786,S. Williams
2787,Tom Hazuka
2788,Denise Thomas
2789,James Thomas
2790,Nikolai Gogol
2791,Andrew R. Macandrew
2792,Leon Stilman
2793,Charles Lewis
2794,Floyd Skloot
2795,Douglas Coupland
2796,Tom Stoppard
2797,Cornel West
2798,Elie Wiesel
2799,David Mcduff
2800,Nathan Englander
2801,Louise Cooper
2802,Marie
2803,Hugo Marsan
2804,Frédéric Beigbeder
2805,Percy Kemp
2806,Honoré De Balzac
2807,Jeannine Guichrdet
2808,Jorge Amado
2809,Vincent Ravalec
2810,Antonio Tabucchi
2811,Lise Chapuis
2812,Robert Vavra
2813,Christina Dodd
2814,Virginia Henley
2815,John Dunning
2816,Gina Berriault
2817,Antonya Nelson
2818,Richard Vetere
2819,Ann Thornhill
2820,Sarah Wells
2821,Erik Quisling
2822,Dianna Booher
2823,Grant Naylor
2824,Margaret Eleanor Atwood
2825,Graham Masterton
2826,Dai Sijie
2827,Ina Rilke
2828,Louise Bagshawe
2829,Richard Bolles
2830,Jenny Newman
2831,Charles W. Sweeney
2832,James A. Antonucci
2833,Marion K. An
2834,Conrad Allen
2835,Marie Arana
2836,Arthur V. Sellwood
2837,A. V. Sellwood
2838,James Lucas
2839,William Zimmer
2840,Roberta Miller
2841,George Wilson
2842,Donald R. Burgett
2843,Bonnie Angelo
2844,Lawrence Otis Graham
2845,Raymond Strait
2846,Hampton Sides
2847,William W. Putney
2848,Wolfgang W. E. Samuel
2849,Ron Naveen
2850,Sean Flannery
2851,William Sarabande
2852,Dorothy Glenn
2853,Joan Hohl
2854,Dixie Browning
2855,Allan W. Eckert
2856,James Kelman
2857,Kitty Kelley
2858,Pamela Kaufman
2859,Michael Levey
2860,Joanna Richardson
2861,Miriam Gurko
2862,Monica Ferris
2863,Sheila L. Skemp
2864,Katie Hickman
2865,Maria Perry
2866,Brian Dolan
2867,Bertram Fields
2868,Frances Hill
2869,Jane Newdick
2870,Andrew Morton
2871,Iyanla Vanzant
2872,Ellen Michaud
2873,Russell Wild
2874,Ekaterina Gordeeva
2875,E. M. Swift
2876,The Staff Of Research &Amp
2877,Education Association
2878,Camilla T. Crespi
2879,Peter Mcwilliams
2880,Harold H. Bloomfield
2881,Melba Colgro
2882,Michael Broder
2883,Janet Luhrs
2884,Barbara De Angelis
2885,Blu Greenberg
2886,Mary Ann Mitchell
2887,Patrick Wood
2888,Jari Tervo
2889,Primo Levi
2890,Stuart Woolf
2891,Paul Bailey
2892,Jacques Prévert
2893,Nick Bantock
2894,Mary Maruca
2895,Hanif Kureishi
2896,Thomas Block
2897,Suzette Haden Elgin
2898,M. J. Ryan
2899,Miguel Ruiz
2900,Cornwell Patricia
2901,J. M. Coetzee
2902,Alex Garland
2903,Joy Fielding
2904,Nathaniel Philbrick
2905,Bernhard Robben
2906,Jude Watson
2907,George Weinberg
2908,Bstan-Dzin-Rgya-Mtsho
2909,Donald S. Lopez
2910,E. Donnall Thomas Jr.
2911,Shena Mackay
2912,J.M. O'Neill
2913,Terry Carr
2914,Penina Keen Spinka
2915,Mary Renault
2916,Christian Bobin
2917,Jean-Dominique Bauby
2918,Daniel Pennac
2919,Amin Maalouf
2920,T. A. Barron
2921,Isak Dinesen
2922,Janet Ahlberg
2923,Allan Ahlberg
2924,Joseph Finder
2925,Daniel Mcneill
2926,Master Lam Kam-Chuen
2927,George Eliot
2928,Erica Spindler
2929,Phoebe Gloeckner
2930,Stephen Dobyns
2931,Anne Bishop
2932,Kazuo Ishiguro
2933,Lalita Tademy
2934,R. Forster
2935,Aimee Liu
2936,Cathy Maxwell
2937,Harvey Karp
2938,Barbara Bretton
2939,Mike Ashley
2940,Victor Gischler
2941,Loren Estleman
2942,Ben Rehder
2943,Ellen F. Fitzpatrick
2944,Carl Jensen
2945,Project Censored
2946,Tom Tomorrow
2947,Mitchell Stephens
2948,Pete Hamill
2949,Dan Rather
2950,Matt Drudge
2951,Crosland Brown
2952,Phillip M. Margolin
2953,Marcia Muller
2954,Kasey Michaels
2955,Bruce Robinson
2956,Craig Spector
2957,James Cameron
2958,Robert Fulghum
2959,Susan H. Okeefe
2960,Joe Orton
2961,Uta Hagen
2962,Haskel Frankel
2963,Stella Rodway
2964,Francois Mauriac
2965,Josephine Carr
2966,Alistair Maclean
2967,Peter Benchley
2968,J. D. Robb
2969,Bob Uecker
2970,James Blish
2971,Diana Wynne Jones
2972,John (Fire) Lame Deer
2973,Jim Butcher
2974,Lowell Bair
2975,Ian Fleming
2976,Curt Gentry
2977,E. L. Swann
2978,Mark Shepherd
2979,Gentry Lee
2980,John Vornholt
2981,Zelazny
2982,Robert Daley
2983,Catherine Jones
2984,Running Press
2985,Jared M. Diamond
2986,Ian Frazier
2987,Edain Mccoy
2988,John Dufresne
2989,Fayrene Preston
2990,Rand Miller
2991,David Wingrove
2992,Pamela Norris
2993,Jelloun
2994,Caela Farren
2995,William E. Blundell
2996,Andrew Delbanco
2997,Marguerite Duras
2998,Par Lagerkvist
2999,Alexandra Dick
3000,Alice Kaplan
3001,Jo Ann Beard
3002,Dorothea Brande
3003,Alexandre Dumas Pã..Re
3004,Maxine Trottier
3005,Mark Bricklin
3006,Derek Wilson
3007,Iris Gadd
3008,Roger Gadd
3009,Dana Fuller Ross
3010,Kirsten Boie
3011,Gillian Butler
3012,Tony Hope
3013,Marjorie L. Lloyd
3014,David Fontana
3015,Mary Norton
3016,Beth Krush
3017,Joe Krush
3018,Yahiya Emerick
3019,Michael Gannon
3020,Brindley Louise
3021,Robin Dalton
3022,Kate Dicamillo
3023,Felix Salten
3024,R. J. Pineiro
3025,Colin Forbes
3026,Patricia Shaw
3027,Anna Maria Ortese
3028,Sigrid Vagt
3029,Andreas Brandhorst
3030,Italo Calvino
3031,Oswalt Von Nostitz
3032,Paul C. Doherty
3033,Frauke Biehl
3034,Sevim Kabak
3035,Amélie Nothomb
3036,Wolfgang Kriege
3037,Alastair Macneill
3038,Alastair Mcneill
3039,Alistair Maclea
3040,Alison Lurie
3041,Otto Bayer
3042,Glenn Meade
3043,Wolfgang Thon
3044,Allan Folsom
3045,Dorit Zinn
3046,Petra Durst-Benning
3047,Eva Maaser
3048,Jaime Bayly
3049,Lindy Arriaga Diaz
3050,Laurens Van Der Post
3051,Barbara Mertz
3052,Clara Pierre
3053,Gabriele Weber-Jaric
3054,Frederik Berger
3055,Ruth Berger
3056,Peter Berling
3057,R. Conrad Stein
3058,Susan R. Matthews
3059,Kathy Tyers
3060,Jerry Pournelle
3061,John F. Carr
3062,Roland Green
3063,James P. Hogan
3064,Don Wismer
3065,C. J. Cherryh
3066,Eric Flint
3067,David Drake
3068,Phillip Margolin
3069,Leonard Goldberg
3070,Willie Morris
3071,Piers Dudgeon
3072,Marion Crawford
3073,Josephine Cox
3074,Faith Addis
3075,F. Scott Fitzgerald
3076,Sara Backer
3077,Newt Scamander
3078,Charles Vess (Illustrator)
3079,Garth Nix
3080,Betty Lumsden Milne
3081,Philip Plisson
3082,Jan Siegel
3083,Washington Irving
3084,Cathy Guisewite
3085,Charles M. Schulz
3086,Susan Cooper
3087,Alan Cober
3088,Deanne Stillman
3089,Laura Levine
3090,Graham C. Barrett
3091,Rudyard Kipling
3092,Don Daily
3093,Jim Razzi
3094,Chris Schnabel
3095,Louisa M. Atcott
3096,Gavin Rowe
3097,Gina Ingoglia
3098,Francese Mateu
3099,Carlos Collodi
3100,Greg Hildebrandt
3101,P. L. Whitney
3102,Carolyn Mackler
3103,Robin Jones Gunn
3104,Debbie Macomber
3105,Steve Friedman
3106,Jane Hissey
3107,Masterson Elementary Students
3108,First Grade Students
3109,Margaret Landon
3110,Julianna Baggott
3111,Alex Boese
3112,Webb Garrison
3113,Megan Mccafferty
3114,Jill A. Davis
3115,Charles Purdy
3116,Greg Johnson
3117,Jonathan Snow
3118,Sylvia Thompson
3119,Brooke Scudder
3120,Aileen Paterson
3121,Molly Rice
3122,David Ignatius
3123,Allison Pearson
3124,Jonathan Tropper
3125,Jenny Colgan
3126,Cathy Hopkins
3127,Melissa Miller
3128,Katherine B. Chauncey
3129,George Foreman
3130,Betty Crocker Editors
3131,Grange Books Ed
3132,Robert Bly
3133,Robert Strandquist
3134,Victoria Moran
3135,Debrena Jackson Gandy
3136,Sally Warner
3137,Daniel Jones
3138,Kate Freiman
3139,Eric Carle
3140,Marty Becker
3141,Caro
3142,Stan Redding
3143,Frank W. Abagnale
3144,Glenna Mcreynolds
3145,Maeve. Binchy
3146,Elizabeth Lowell
3147,Ben Cohen
3148,Jerry Greenfield
3149,Nancy Stevens
3150,Delinsky
3151,Teresa Medeiros
3152,Daphne Rose Kingma
3153,Johanna Spyri
3154,Shari Lewis
3155,Frances Mayes
3156,Robert Crais
3157,Susan Ludington-Hoe
3158,Susan K. Golant
3159,John D. Macdonald
3160,Landrum B. Shettles
3161,David M. Rorvik
3162,Shelley Austin Kastner
3163,Frances H. Burnett
3164,Robin Wells
3165,Lynn Erickson
3166,John E. Sarno
3167,Trudi Pacter
3168,Quinn T. Evans
3169,Janelle Taylor
3170,Robert Tallant
3171,Juan Kattan-Ibarra
3172,Shirley Hazzard
3173,Felicity Trotman
3174,Falcon Travis
3175,Chip Lovitt
3176,Harriet Grey
3177,Bud Gardner
3178,Robert A. Wilson
3179,Stanley Marcus
3180,Owen Parry
3181,Michael Perry
3182,Chelsea Quinn Yarbro
3183,Freeman Patterson
3184,Malcolm Gladwell
3185,Jiddu Krishnamurti
3186,William Dalrymple
3187,Paul Hoffman
3188,Duncan J. Watts
3189,Sarina Singh
3190,Michelle Coxall
3191,Royina Grewal
3192,Inez Mcalister Faber
3193,Dottie Mcdowell
3194,Josh Mcdowell
3195,David N. Weiss
3196,Sally Beauman
3197,Paul Solotaroff
3198,Peter Singer
3199,W. Y. Evans-Wentz
3200,Lama Anagarika Govinda
3201,Sir John
3202,Frank Godwin
3203,Henrik Ibsen
3204,James Mcfarlane
3205,Jens
3206,Margo Culley
3207,D. C. R. A. Goonetilleke
3208,E.M. Forster
3209,John F. Mcgrady
3210,Pat Conroy
3211,Norah Lofts
3212,Suzanne Strempek Shea
3213,Robb Forman Dew
3214,Eric Nylund
3215,Michael D. Warden
3216,Thomas J. Stanley
3217,William D. Danko
3218,Rosellen Brown
3219,R. K. Narayan
3220,George Mackay Brown
3221,Spike Milligan
3222,Thomas Paine
3223,Henry Collins
3224,John N. Davie
3225,David Skilton
3226,A. Alvarez
3227,A. J. Hill
3228,Sharon Sala
3229,Peggy Moreland
3230,Paula Detmer Riggs
3231,Guideposts Magazine
3232,Marie Watts
3233,Joy Darien
3234,Bill Richardson
3235,Jill Conner Browne
3236,Katherine O'Neal
3237,Sherwood Anderson
3238,Amy Paulsen
3239,(None)
3240,Julia Alvarez
3241,Christopher Reich
3242,Mary Cantwell
3243,Stefan Fatsis
3244,Michael Kinsley
3245,Hentoff
3246,Debbie Dadey
3247,Marcia T. Jones
3248,Dr. Charles F. Stanley
3249,Rick Carson
3250,Eth Clifford
3251,Caroline B. Cooney
3252,Niccolo Ammaniti
3253,Jonathan Hunt
3254,Walter Dean Myers
3255,Chris Fabry
3256,Susan Richards Shreve
3257,James Marshall
3258,Edith Nesbit
3259,Robert L. Veninga
3260,Janis Arnold
3261,Cindy Bonner
3262,Hannah Crafts
3263,Henry Louis Gates Jr.
3264,Jim Grimsley
3265,Robert Siegel
3266,Onion Staff
3267,Richard Scarry
3268,Mickey Spillane
3269,John Knowles
3270,David Halberstam
3271,Will Ferguson
3272,Ian Ferguson
3273,Carol Off
3274,George Gibian
3275,Louise Maude
3276,Aylmer Maud
3277,Anthony Lane
3278,John Kennedy Toole
3279,Walker Percy
3280,Richard Blow
3281,Lisa Beamer
3282,Ken Abraham
3283,David Suzuki
3284,John Connelly
3285,J.M. Morris
3286,Sara Lewis
3287,Donada Peters
3288,Renee
3289,Mickey Zucker Reichert
3290,Lee Hogan
3291,Judith Miller
3292,Stephen Engelberg
3293,William Broad
3294,T. R. Pearson
3295,Bill Schultheis
3296,Christa Worthington
3297,Richard Bachman
3298,Wilbur Witt
3299,Iain Lawrence
3300,Peter Wright
3301,Mary Stewart
3302,Gore Vidal
3303,Molly Cochran
3304,Warren Murphy
3305,Jim Collins
3306,Robert Pirsig
3307,Troon Mcallister
3308,China Mieville
3309,Chang-Rae Lee
3310,Tom Bradby
3311,Jimmy Breslin
3312,Adam Haslett
3313,Victoria Price
3314,Lloyd Alexander
3315,Annelie Ortmanns
3316,D. E. Rogers
3317,Douglas Robinson
3318,Millenia Black
3319,Laurie Fox
3320,Wendy Northcutt
3321,Martin Mull
3322,Allen Rucker
3323,Rubin Carter
3324,Peter Carey
3325,Cinammon Burke
3326,Phoebe Conn
3327,Rosalind Laker
3328,Mary Mcmullen
3329,Anne L. Squire-Buresh
3330,Merrill Miller
3331,Nancy Thayer
3332,Hunter S. Thompson
3333,Karen Scalf Linamen
3334,Camille Cauti
3335,Luther Blissett
3336,Helga Schneider
3337,Shaun Whiteside
3338,Richard Craze
3339,Javier Cercas
3340,Elisabeth Beyer
3341,Aleksandar Grujicic
3342,Charlotte A. Alexander
3343,Delta Burke
3344,Alexis Lipsitz
3345,Michael Johnston
3346,Christopher Pike
3347,Robert Simpson
3348,Michael A. Martin
3349,Andy Mangels
3350,Heather Jarman
3351,David R. George Iii
3352,Gabrielle De Cuir
3353,Ray Garton
3354,Judith Reeves-Stevens
3355,Garfield Ree
3356,Judith Reeves-Steven
3357,Garfield Reev
3358,Francis Scott Fitzgerald
3359,Jacques Tournier
3360,Kate Mcmullan
3361,Jan Burke
3362,Ed Laing
3363,Michael A. Kahn
3364,Christine Green
3365,Lewis Nordan
3366,William Diehl
3367,Julia Fenton
3368,Vicki A. Brady
3369,Linda Dobson
3370,Bob Barnes
3371,Marvin Allen
3372,Douglas Hobbie
3373,Gower
3374,Antony Sher
3375,Monika Elwenspoek
3376,Juan Ramon Jimenez
3377,Jack Welch
3378,John A. Byrne
3379,Conari Press
3380,Dawna Markova
3381,Andre Dubus Iii
3382,Ria Fehlau
3383,New Line Productions
3384,Tom Shales
3385,James Andrew Miller
3386,Charlotte Hughes
3387,Robert Goldsborough
3388,Jennifer Blake
3389,Anna Pavord
3390,S.D. Perry
3391,John Straley
3392,Jeff Rovin
3393,Julia Bell
3394,Paul Magrs
3395,Andrew Motion
3396,E. A. Ellis
3397,Robert Munsch
3398,Sheila Mcgraw
3399,Robin Quivers
3400,Norman Maclean
3401,S. E. Hinton
3402,John Gunther
3403,Richard Preston
3404,Lenny Flank
3405,Joy Adamson
3406,George Page
3407,Naguib Mahfouz
3408,Tagreid Abu-Hassabo
3409,Wei Hui
3410,Catherine Landis
3411,Amanda Eyre Ward
3412,Rachel Carson
3413,Linda Lear
3414,Tony Hawks
3415,Lindsay Clarke
3416,Karin Mcquillan
3417,Amy Thomson
3418,Laura Joh Rowland
3419,Marjorie B. Kellogg
3420,Marjorie Bradley Kellogg
3421,Jody Lee
3422,Kage Baker
3423,David Clement-Davies
3424,Rachel Pollack
3425,Emily Jenkins
3426,Mirika Mayo Cornelius
3427,Victor H. Krulak
3428,Charles Tomlinson
3429,Mary Ann Lamanna
3430,Agnes Riedmann
3431,Michael Drosnin
3432,John Searles
3433,Carol Grace
3434,Tom Stone
3435,Sheri Reynolds
3436,Bonnie Bluh
3437,Gloria Murphy
3438,Pat Shipman
3439,Donald Serrell Thomas
3440,Benedict Freedman
3441,Nancy Freedman
3442,Elizabeth Berg
3443,Roxana Robinson
3444,Willard Scott
3445,Bill Crider
3446,Laurie Graham
3447,Anne D. Leclaire
3448,Parnell Hall
3449,Catherine Anderson
3450,Nikki Rivers
3451,Kathleen O'Reilly
3452,Judy Christenberry
3453,Muriel Jensen
3454,Tina Leonard
3455,Emma Craig
3456,Nancy Pearl
3457,Tim Winton
3458,Jim Fergus
3459,Randall Robinson
3460,Jim Marrs
3461,Edwin A. Abbott
3462,William Sydney Porter
3463,Shane Weller
3464,Michael Henry Heim
3465,Wayne Weible
3466,T.C. Boyle
3467,Camilo Jose Cela
3468,Anthony Kerrigan
3469,Jeremy Harwood
3470,Simon Fielding
3471,Gillian Emerson-Robe
3472,Jim Underwood
3473,Pearl Cleage
3474,Marlo Morgan
3475,Gary Meier
3476,Gloria Meier
3477,Ernest Hillen
3478,Deirdre Madden
3479,Roger Hargreaves
3480,Stella Braam
3481,Hartmut Bieg
3482,Barbara Pierce
3483,Dinah Mccall
3484,Bertrice Small
3485,Kathy Love
3486,Lisa Plumley
3487,Cait London
3488,Lauren Baratz-Logsted
3489,Annie Gottlieb
3490,Slobodan D. Pesic
3491,Vicki Lewis Thompson
3492,Tony Johnston
3493,Rene Barjavel
3494,Ken Munro
3495,Liz Smith Parkhurst
3496,Rod Lorenz
3497,Thomas King
3498,Hansjörg Schneider
3499,Botho Strauß
3500,Erika Burkart
3501,Freya Von Moltke
3502,Reinhard Delau
3503,Hans-Ludwig Böhme
3504,Christina Viragh
3505,Jacques Wirz
3506,Michael Bayer
3507,Norber
3508,Linda Brower Meeks
3509,Philip Heit
3510,Randy M. Page
3511,Paul Lukas
3512,Fritjof Capra
3513,Suanne Kelman
3514,John Seabrook
3515,Lionel Tiger
3516,Hal Niedzviecki
3517,Ernest Becker
3518,Stig Bjorkman
3519,Tim Burton
3520,Steve Moss
3521,Tim Lott
3522,James M. Cain
3523,Dashiell Hammett
3524,Benjamin Anastas
3525,Jose Saramago
3526,Giovanni Pontiero
3527,Jacob Grimm
3528,Wilhelm Grimm
3529,Jack Zipes
3530,Arthur Nersesian
3531,Walter Kirn
3532,Roxanne Henke
3533,Wendy Corsi Staub
3534,Joshua Piven
3535,Hugh Ross Williamson
3536,Cindy Ribarich
3537,Suzanne Delzio
3538,Bill Lessard
3539,Steve Baldwin
3540,Harold Schechter
3541,Lesley Adkins
3542,Roy Adkins
3543,Ian Gibson
3544,Jan Bondeson
3545,Richard M. Stallman
3546,Lawrence Lessig
3547,Joshua Gay
3548,Lau
3549,Vaughn Bullard
3550,Kevin T. Smith
3551,Michael C. Daconta
3552,Mary Gentle
3553,Philip Hazel
3554,Richard Bird
3555,Tim O'Brien
3556,Stephen Williams
3557,Noel Perrin
3558,Marjory Wunsch
3559,Natalie Angier
3560,Tim Folger
3561,Anthony Everitt
3562,Chris Kreski
3563,Michael J. Nelson
3564,Stephen Kendrick
3565,Dave Mckean
3566,Randall Kennedy
3567,Rochelle Morton
3568,Jeff Kelly
3569,Thomas Lynch
3570,Larry L. King
3571,Ben Macintyre
3572,David M. Friedman
3573,Cheryl Rilly
3574,David Hagberg
3575,Eugenia Price
3576,Edward Mcnall Burns
3577,Standish Meacham
3578,Robert E. Ler
3579,Steven Alter
3580,Xavier Patier
3581,Jacques Serguine
3582,Helge Schneider
3583,Don Roberts
3584,Michael Mojher
3585,Anita Desai
3586,Gladys Taylor
3587,Jeff Burgess
3588,W. P. Kinsella
3589,Tor Seidler
3590,Vivian Vande Velde
3591,Gail Bowen
3592,Franz Kafka
3593,Sir Richard Francis Burton
3594,George R.R. Martin
3595,Kathe Koja
3596,Doug Lansky
3597,Caroline Rivolier
3598,S. White
3599,Judith Krantz
3600,Richard P. Henrick
3601,Johanna Kingsley
3602,Laurie Notaro
3603,Taylor Caldwell
3604,Julia Cameron
3605,Mark Griffin
3606,Theron Walker
3607,Elizabeth Powers
3608,Amy Mandelker
3609,Louise Perrotta
3610,Gina Fontana
3611,Ferdinand G. Mahfood
3612,Sue Ellen Cooper
3613,Andrea Reekstin
3614,Richard Rohr
3615,Joseph Martos
3616,Jamaica Kincaid
3617,Paul Fleischman
3618,Kathryn Jacobi
3619,Margot Livesey
3620,Cathi Hanauer
3621,Margaret Moorman
3622,Monica Ali
3623,Karen Joy Fowler
3624,Micah Sparks
3625,Lolly Winston
3626,Susan Minot
3627,Charlotte Vale Allen
3628,Cathy Kelly
3629,Eduardo Galeano
3630,Janice Law
3631,Judith Hawkes
3632,James Jennings
3633,Jean Baudrillard
3634,Julia Witwer
